Ped,Bike,Bike Loop,School Area,1st St,E 2nd St,5th St,8th St,B St,F St,J St N,North Sycamore,North Anderson,North Anderson,East Covell,Olive Drive,Pole Line,West Russell,Russell,Downtown,University Rice,Old North,Old East,A St,DATE,TIME,REPORT,STREET 1,STREET 2,DISTANCE,DIRECTION,PRIMARY CAUSE,COLLISION TYPE,INJURY,Bike,5 Year Bike,5 Year  Ped,Ped,FATAL,TYPE OF COLLISION,VEHICLE 1,VEHICLE 2,INVOLVED WITH,OBJECT HIT,PEDESTRIAN ACTION,TRAFFIC CONTROL DEVICES,NOTES
,,,,,,,,,,,,,1,,,,,,,,,,,1/11/2013,128,13-00140,RUSSELL BL,ANDERSON,,,23152(A)VC,Rear end,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,1,,1,,,,,1,,,,,,,,,,,,,,,,1/11/2013,750,13-00142,W 14TH ST,B ST,,,21801(a) CVC,Other,1,1.0,1.0,,,,VEH V. BIKE,,,Bicycle,,No pedestrians involved,No controls present/factor,
1,,,,,,1,,,1,,,,,,,,,,1,,1,,,1/11/2013,1955,13-00153,5TH ST,F ST,,,21950(a) VC,Vehicle - pedestrian,2,,,,2.0,,,,,Pedestrian,,Crossing - not in crosswalk,Controls functioning,
,,,,1,,,,,,,,,,,,,,,1,,,,,1/12/2013,10,13-00157,1ST ST,E ST,,,23152(a)VC,Rear end,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,1,,,,,,,,1/13/2013,1045,13-00172,POLE LINE RD,,DONNER AVE,,22350 VC,Hit object,,,,,,,,,,Fixed object,STOP SIGN,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,1,,,,,,,,,,1/14/2013,1541,13-00185,L ST,,E COVELL BLVD,,21950(a) cvc,Other,1,1.0,1.0,,,,BICYCLE,,,Bicycle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,1,,,,,,,,,1/15/2013,2310,13-00204,OLIVE DRIVE,,RICHARDS BLVD,,21801(A) VC,Other,1,1.0,1.0,,,,BICYCLE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,1,,,,,1,,,,,,,,,,1/17/2013,1124,13-00216,W COVELL BL,F ST,,,22106 CVC,Rear end,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,1/17/2013,2330,13-00238,RUSSELL BL,,OAK AVE,,21801(a) CVC,Side swipe,,,,,,0,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,1,,,,,1/24/2013,700,13-00308,3RD STREET,,C STREET,,21802(a),Broadside,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,1,,1/25/2013,1644,13-00329,J ST,,4TH ST,,21802(a) VC,Broadside,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
1,,,1,,,,,,,,,,,,,,,,,,,,,1/28/2013,1800,13-00364,COWELL BL,,LILLARD DR,,21950(B) CVC,Vehicle - pedestrian,1,,,,1.0,,,,,Pedestrian,,Crossing in crosswalk at intersection,Controls functioning,
,,,,,,,,,,,,,,,,,,,1,,,,,1/29/2013,2114,13-00377,E STREET,SECOND STREET,,,23152 VC,Side swipe,1,,,,,,,,,Parked motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,1,,,,,,,,,,1/29/2013,1900,13-00391,1414 E COVELL BL,IN FRONT OF 1414 E COVELL BL AT MEDIAN STRIP,,,22107 CVC,Side swipe,,,,,,,,,1,Other motor vehicle,AT MEDIAN,No pedestrians involved,No controls present/factor,
,1,,1,,,,,,,,,,,,,,,,,,,,,1/31/2013,2220,13-00402,IFO 2709 LILLARD DR,,,,21650.1 cvc,Head on,1,,,,,,,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,2/1/2013,426,13-00403,REASEARCH PARK DR,COWELL BLVD,,,22350,Hit object,,,,,,,,,,Fixed object,CURB,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,1,,,,,,,,,,,2/4/2013,1405,13-00449,RUSSELL BL,ANDERSON RD,,,22107 CVC,Other,1,1.0,1.0,,,,,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,2/5/2013,1347,13-00467,RUSSELL BL,,OAK AV,,21451(a) VC,Broadside,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,2/5/2013,1300,13-00469,I80,,MACE BLVD,,22350,Rear end,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,1,,,,,,,,,,2/4/2013,1811,13-00474,E COVELL BL,L STREET,,,21804 vc,Broadside,,,,,,0,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,1,,,,,,,,2/6/2013,1702,13-00491,POLE LINE RD,5TH STREET,,,21804(a),Other,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,2/6/2013,2055,13-00494,ANDERSON RD,,RADCLIFFE DR,,22350 VC,Rear end,,,,,,0,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,1,,,,,2/11/2013,18,13-00554,H STREET,,3RD STREET,,23152(a) VC,Other,,,,,,,SOLO MOTORCYCLE,,,Non collision,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,1,,,,,,,,,2/11/2013,1250,13-00561,OLIVE DR,RICHARDS BLVD,,,22350VC,Hit object,1,,,,,,,,,Fixed object,LIGHT POLE FOOTING,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,2/12/2013,2354,13-00585,RUSSELL BLVD.,OAK AVE.,,,22350 CVC,Rear end,2,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,,,2/15/2013,0,13-00625,ARTHUR ST,,COLUSA AVENUE,,22450(a) CVC,Other,1,1.0,1.0,,,,BIKE V. VEHICLE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,2/17/2013,830,13-00650,RIO GRANDE ST,,,,22350,Head on,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,2/19/2013,2120,13-00689,RUSSELL BL,,OAK AVE,,21801(a),Broadside,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,1,,,,,2/20/2013,1622,13-00715,"PARKING LOT, 230 E ST",,,,22350vc,Head on,,,,,,0,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
1,,,,,,,,,1,,,,,,,,,,1,,,,,2/24/2013,201,13-00758,F ST,4TH ST,,,22106 VC,Vehicle - pedestrian,1,,,,1.0,,,,,Pedestrian,,In road - includes shoulder,No controls present/factor,
,,,,,,1,,,,,,,,,,,,,,,,1,,2/24/2013,130,13-00761,426 K ST,5TH ST,,,,Side swipe,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,2/26/2013,1215,13-00792,1431 W COVELL BL,,,,,Other,,,,,,,TIRE RUB,,,Other object,,No pedestrians involved,No controls present/factor,
,,,1,,,,,,,,,,,1,,,,,,,,,,3/4/2013,1030,13-00866,COVELL BLVD,BIRCH LN,,,22350vc,Rear end,,,,,,0,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,,,3/6/2013,800,13-00906,771 POLE LINE RD,,,,21650.1 CVC,Other,1,1.0,1.0,,,,VEHICLE V BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,1,,,,,3/6/2013,1430,13-00914,3RD ST,,JUST EAST OF D ST,,22107cvc,Rear end,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,1,,,,,3/8/2013,1530,13-00949,234 G ST,3RD ST,,,VC 22107,Other,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,2/23/2013,200,13-00953,HAUSSLER DR,GREGORY PL,,,22100(B) VC,Rear end,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,1,,,,,,,,,,,,,1,1,1,,,3/9/2013,1121,13-00957,5TH ST,B ST,,,,Side swipe,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,3/9/2013,1248,13-00958,RICHARDS BLVD,EB I-80 OFFRAMP X WITH  RICHARDS BLVD,,,,Head on,2,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,1,,,,,,,,3/14/2013,1655,13-01021,MOORE BL,,POLE LINE RD,,21802(a)VC,Head on,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,3/15/2013,1705,13-01042,4400 BLK OF CHILES RD,,,,Other Than Driver,Rear end,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,1,,,,,3/16/2013,1045,13-01052,F ST. (300 BLOCK),,,,22107,Rear end,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,,,3/17/2013,1456,13-01060,GREENBELT,FRANCISCO PL,,,,Other,1,1.0,1.0,,,,SOLO BICYCLE,,,Non collision,,No pedestrians involved,No controls present/factor,
,,,,,,,,,1,,,,,,,,,,,,,,,3/19/2013,2223,13-01088,F ST,10TH ST,,,23152,Side swipe,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,3/22/2013,1514,13-01128,CHILES RD,,I80 WB OFF-RAMP,,22350 cvc,Rear end,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,1,,,,,3/22/2013,2005,13-01134,THIRD ST,,C ST,,22106 VC,Other,,,,,,,,,1,Motor vehicle on other roadway,,No pedestrians involved,Controls functioning,
,,,,,,,,,1,,,,,,,,,,,,,,,3/23/2013,313,13-01136,100 GRANDE AV,,F STREET,,23152 (a) cvc,Other,,,,,,,,,,Parked motor vehicle,FENCE,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,3/24/2013,1107,13-01148,9TH ST,H ST.,,,,Rear end,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,1,,,,,,,,,,,,,,,,,1,,3/24/2013,1510,13-01153,2ND ST,L ST,,,22350 CVC,Rear end,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,1,,,,,,,,,,3/24/2013,2102,13-01155,EAST COVELL BLVD,CO ROAD 104,,,22350 CVC,Hit object,,,,,,0,,,,Other object,COUCH,No pedestrians involved,Controls functioning,
,1,,,,,,,1,,,,,,,,,,,1,1,,,,3/25/2013,1906,13-01180,1ST ST,,B STREET,,22450a CVC,Other,1,1.0,1.0,,,,VEH VS BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,3/31/2013,250,13-01254,L ST,DUKE DR,,,22350 CVC,Broadside,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,3/31/2013,2229,13-01259,CABOT ST.,ARLINGTON BLVD.,,,23152(a) VC,Hit object,,,,,,,,,,Fixed object,"BRUSH, TREE, FENCE",No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,4/1/2013,1055,13-01273,PARKING LOT FOR 23 RUSSELL BL,,,,22106,Rear end,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,4/5/2013,2244,13-01339,REGIS DR,FIG LN,,,22106 ,Broadside,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,1,,,,,,,,,,,,,1,,,,,,,,,,4/6/2013,900,13-01344,MONARCH LN,,COVELL BLVD,,21803(a) CVC,Broadside,1,1.0,1.0,,,,,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,4/9/2013,0,13-01392,GRANDE AV,CATALINA DR,,,22106,Broadside,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,1,,,,,,,,,,,,,,,,,,,,,4/9/2013,1804,13-01394,E 14TH ST, SEQUOIA PLACE,,,21801(a) CVC,Head on,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,4/12/2013,1840,13-01446,EL CEMONTE AV,GLIDE DR.,,,21460.5 VC,Side swipe,,,,,,0,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,1,,,,,,,,,,,1,1,,,,4/13/2013,1119,13-01458,300 2ND ST,B STREET,,,22106 vc,Broadside,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,4/15/2013,654,13-01480, MACE BL,,,,21453(a)VC,Broadside,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,1,,,,,,4/16/2013,2000,13-01511,RUSSELL BL,,IN FRONT OF 445 RUSSELL BLVD,,22350,Rear end,2,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,1,,,,1,,,,,,,,,,,1,1,,,,4/17/2013,815,13-01529,B ST,,1ST ST,,22350vc,Rear end,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,1,,,,,4/17/2013,1717,13-01530,3RD ST,,E ST,,21802(a),Broadside,1,1.0,1.0,,,,,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,4/17/2013,700,13-01532,2035 LYNDELL TR,,,,22350 (a) CVC,Rear end,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,1,1,1,,,,,,,,,,,,,,,,,,,,,4/19/2013,30,13-01553,B ST,,14TH STREET,,22350 (a) CVC,Other,1,1.0,1.0,,,,,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,1,,,,,,,,,,,4/21/2013,810,13-01622,RUSSELL BL,,ANDERSON RD,,22350 CVC,Rear end,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,1,,,,,,,,,,,,,1,,1,,,4/23/2013,1200,13-01648,5TH ST,G ST,,,21801(a)VC,Broadside,2,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,4/23/2013,1945,13-01657,DREW CI,COWELL BL,,,VC 22106,Side swipe,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,1,,,,,,,,,,,,,,4/25/2013,1500,13-01689,J ST,ALICE DR,,,,Side swipe,,,,,,0,,,,Other object,UNKNOWN OTHER OBJECT,No pedestrians involved,No controls present/factor,
,,,,,1,,,,,,,,,,,,,,,,,,,4/27/2013,1130,13-01700,MACE BL,,2ND ST,,22350 CVC,Rear end,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,1,,,,,4/28/2013,2340,13-01716,G STREET,3RD STREET,,,22350,Rear end,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,1,,,,,,,,,,,,,,,,,,,4/26/2013,1230,13-01727,4601 2ND ST,,,,,Side swipe,1,,,,,,,,,Parked motor vehicle,,Not in road,No controls present/factor,
,,,,,,1,,,,,,,,,,,,,1,,,,,5/1/2013,1412,13-01743,5TH ST,5TH ST,,,21804vc,Broadside,,,,,,0,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,5/1/2013,1709,13-01747,RUSSELL BL,,OAK AVE,,21801(a),Broadside,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,1,,5/3/2013,758,13-01763,L ST,,3RD ST,,21802a CVC,Other,1,1.0,1.0,,,,AUTO V BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,,,5/3/2013,1000,13-01766,OAK AV,,8TH ST,,22107 cvc,Other,1,1.0,1.0,,,,AUTO V BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,1,1,,,,,,,,,,,,,,,,5/3/2013,1840,13-01784,E 8TH STREET,,B STREET,,22350 VC,Rear end,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,1,,5/4/2013,227,13-01794,4TH ST,I ST,,,22350 VC,Head on,1,,,,,,,,,Parked motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,1,,1,,,,,,,,5/5/2013,1824,13-01809,POLE LINE RD,E COVELL BLVD,,,22350 VC,Rear end,2,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,1,,5/4/2013,2115,13-01818,L ST,,3RD ST,,21802(a) vc,Broadside,1,1.0,1.0,,,,,,,Bicycle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,,,5/9/2013,830,13-01871,PARKING LOT OF 3100 5TH ST,,,,,Other,1,1.0,1.0,,,,VEH VS BIKE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,5/10/2013,1741,13-01912,COWELL BL,DREW AVE,,,CVC 22350,Rear end,2,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,5/11/2013,1700,13-01926,RESEARCH PARK DR,RICHARDS BL,,,vc 21801(a),Broadside,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,1,,,,,,,,,,,,5/11/2013,100,13-01928,ANDERSON ROAD,BIANCO CT,,,,Side swipe,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,1,,,,,,,,5/15/2013,2022,13-01976,POLE LINE RD,5TH STREET,,,CVC 21201(a),Hit object,1,,,,,,SOLO,,,Fixed object,CEMENT SIDEWALK,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,5/15/2013,2206,13-01977,WEST COVELL,,HIGHWAY 113 SB ONRAMP,,,Broadside,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,1,,,,,,,,,,,,,,,5/16/2013,1220,13-01987,WEST COVELL BOULEVARD,,F ST,,22350 CVC,Rear end,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,1,,,,,,,,,5/17/2013,1120,13-02003,RICHARDS BL,OLIVE DR,,,22350 CVC,Rear end,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,1,,,,1,,,,,,,,,,5/21/2013,1548,13-02067,E COVELL BL,J ST,,,22350 CVC,Rear end,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,,,5/21/2013,2226,13-02074,LAKE BLVD,ARLINGTON BLVD,,,22107 vc,Broadside,1,1.0,1.0,,,,,,,Bicycle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,1,,5/22/2013,820,13-02081,L ST,,3RD ST,,21800(a)VC,Other,1,1.0,1.0,,,,CAR VS BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,1,,,,,1,,,,,,,,,,,,,,1,,,1,5/22/2013,850,13-02083,RUSSELL BL,,A ST,,21801(a)VC,Other,1,1.0,1.0,,,,VEH VS BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,,,5/24/2013,137,13-02113,I ST,J ST,,,21650.1 VC,Other,1,1.0,1.0,,,,AUTO V. BIKE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,5/24/2013,802,13-02115,WEST COVELL BOULEVARD,,SR 113,,21453(a) CVC,Broadside,1,,,,,,,,1,Motor vehicle on other roadway,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,5/27/2013,416,13-02148,THE OFFRAMP FOR E/B I-80 AT MACE BLVD,CHILES RD,,,23152 VC,Hit object,,,,,,0,,,,Fixed object,CEMENT ISLAND,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,5/29/2013,613,13-02187,OHLONE ST,,MIWOK PL,,23152(a) CVC,Rear end,1,,,,,,,,,Parked motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,5/29/2013,2150,13-02217,1212 ALVARADO AV,,,,22350VC,Rear end,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,1,,,,,,,,,,,,6/1/2013,322,13-02274,ALVARADO AV,ANDERSON RD,,,,Rear end,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,1,,,,,,,,,,,,,,,,,,,,,,,5/28/2013,855,13-02319,W COVELL BL,,SR 113,,21201(a)VC,Other,1,1.0,1.0,,,,VEH VS BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,1,,,,,1,,,,,,,,,,6/5/2013,1752,13-02351,F ST,,COVELL BLVD,,21453(a) VC,Broadside,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,1,6/5/2013,2300,13-02353,MILLER DR,SEVENTH ST,,,22350 vc,Side swipe,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,6/7/2013,1822,13-02386,EL CEMONTE DR.,GLIDE DR.,,,21801(a) cvc,Broadside,2,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,1,1,,,,,,,,,,1,,,,,,,,,,,6/10/2013,1343,13-02423,ANDERSON RD,,VILLANOVA DR,,VC 21453(a),Broadside,3,,,,,,,,1,Motor vehicle on other roadway,,No pedestrians involved,Controls functioning,
,,,,,,,,,1,,,,,1,,,,,,,,,,6/10/2013,1604,13-02428,E. COVELL BLVD,F ST,,,,Rear end,1,,,,,,,,1,Other motor vehicle,,In road - includes shoulder,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,6/10/2013,1945,13-02431,W COVELL BL,,SB OFF RAMP FROM HWY 113,,21453,Broadside,2,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,1,,,,,6/12/2013,1315,13-02453,3RD ST,F ST,,,22107VC,Side swipe,,,,,,0,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,1,,,,,,,,,,,,,,,,1,,6/12/2013,1504,13-02457,5TH ST,L ST,,,22106 CVC,Side swipe,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,1,,,,,,,,,,,,,,,,,,,,,,6/13/2013,1226,13-02473,W CHILES RD BIKE PATH,EAST CHILES RD,,,22350VC,Overturned,1,,,,,,,,,Other object,GROUND,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,1,,6/15/2013,346,13-02499,L ST,,4TH ST,,21650 vc,Hit object,,,,,,,,,,Fixed object,FENCE,No pedestrians involved,No controls present/factor,
1,,,,,,,1,,,,,,,,,,,,,,,,,6/19/2013,1841,13-02573,E 8TH ST,D ST,,,21954(a),Vehicle - pedestrian,1,,,,1.0,,,,,Pedestrian,,Crossing - not in crosswalk,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,6/19/2013,2334,13-02577,W CHILES RD,,RESEARCH PARK DRIVE,,23152(a) VC,Hit object,,,,,,,,,,Fixed object,BUSHES,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,6/20/2013,0,13-02589,2501 TEMPLE DRIVE,,,,22350VC,Hit object,1,,,,,,,,,Fixed object,TREE,No pedestrians involved,No controls present/factor,
,,,,,,,1,1,,,,,,,,,,,,,,,,6/24/2013,1130,13-02621,B ST,,8TH ST,,21453(a) CVC,Broadside,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,1,,,,,,,,6/24/2013,1725,13-02627,POLELINE RD,5TH ST,,,22350 CVC,Rear end,1,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,6/25/2013,1030,13-02638,300 MACE BL,I-80 WB ON RAMP AT MACE,,,22350VC,Rear end,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,1,,,,,,,,,,,,,,,,,6/27/2013,2347,13-02675,1427 E 8TH ST,,,,22350 VC,Head on,,,,,,,,,,Fixed object,TELEPHONE POLE,No pedestrians involved,Controls functioning,
,,,,,,,,,1,,,,,1,,,,,,,,,,6/29/2013,942,13-02690,W COVELL BL,F ST,,,22107 CVC,Side swipe,2,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,1,,,,,,,,,,,,,,,6/30/2013,1358,13-02698,E COVELL BL,CR 104,,,23103(a)VC,Overturned,1,,,,,,,,,Non collision,,No pedestrians involved,Controls functioning,
,,,,,,1,,,,,,,,,,,,,,,,1,,7/1/2013,1800,13-02720,600 I ST,5TH ST,,,,Side swipe,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,1,,7/5/2013,1300,13-02752,3RD ST,I ST.,,,22107 CVC,Side swipe,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,7/7/2013,1429,13-02777,W COVELL BL,,HWY 113,,21453,Broadside,3,,,,,,,,1,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,1,,,,,,,,,,,,,,,,,,,,,,7/8/2013,1120,13-02799,VILLANOVA DR,,CAROB PL,,22350,Other,1,1.0,1.0,,,,SOLO BIKE,,,Fixed object,CURB,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,1,,,,,,,,,,7/10/2013,745,13-02811,E COVELL BL,,L ST,,21801 (a) CVC,Head on,,,,,,,,,1,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,1,,,,,,1,,,,,,,,,,,,,,,,,7/10/2013,1922,13-02837,E 8TH ST,,J ST,,21802(a) VC,Broadside,1,1.0,1.0,,,,,,,Bicycle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,1,,7/11/2013,1502,13-02850,3RD ST,,I ST.,,21801(a)VC,Other,1,1.0,1.0,,,,AUTO V BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
